27,speed,40
28,hp,75
28,attack,100
28,defense,110
28,special-attack,45
28,special-defense,55
28,speed,65
29,hp,55
29,attack,47
29,defense,52
29,special-attack,40
29,special-defense,40
29,speed,41
30,hp,70
30,attack,62
30,defense,67
30,special-attack,55
30,special-defense,55
30,speed,56
31,hp,90
31,attack,92
31,defense,87
31,special-attack,75
31,special-defense,85
31,speed,76
32,hp,46
32,attack,57
32,defense,40
32,special-attack,40
32,special-defense,40
32,speed,50
33,hp,61
33,attack,72
33,defense,57
33,special-attack,55
33,special-defense,55
33,speed,65
34,hp,81
34,attack,102
34,defense,77
34,special-attack,85
34,special-defense,75
34,speed,85
35,hp,70
35,attack,45
35,defense,48
35,special-attack,60
35,special-defense,65
35,speed,35
36,hp,95
36,attack,70
36,defense,73
36,special-attack,95
36,special-defense,90
36,speed,60
37,hp,38
37,attack,41
37,defense,40
37,special-attack,50
37,special-defense,65
37,speed,65
38,hp,73
38,attack,76
38,defense,75
38,special-attack,81
38,special-defense,100
38,speed,100
39,hp,115
39,attack,45
39,defense,20
39,special-attack,45
39,special-defense,25
39,speed,20
40,hp,140
40,attack,70
40,defense,45
40,special-attack,85
40,special-defense,50
40,speed,45
41,hp,40
41,attack,45
41,defense,35
41,special-attack,30
41,special-defense,40
41,speed,55
42,hp,75
42,attack,80
42,defense,70
42,special-attack,65
42,special-defense,75
42,speed,90
43,hp,45
43,attack,50
43,defense,55
43,special-attack,75
43,special-defense,65
43,speed,30
44,hp,60
44,attack,65
44,defense,70
44,special-attack,85
44,special-defense,75
44,speed,40
45,hp,75
45,attack,80
45,defense,85
45,special-attack,110
45,special-defense,90
45,speed,50
46,hp,35
46,attack,70
46,defense,55
46,special-attack,45
46,special-defense,55
46,speed,25
47,hp,60
47,attack,95
47,defense,80
47,special-attack,60
47,special-defense,80
47,speed,30
48,hp,60
48,attack,55
48,defense,50
48,special-attack,40
48,special-defense,55
48,speed,45
49,hp,70
49,attack,65
49,defense,60
49,special-attack,90
49,special-defense,75
49,speed,90
50,hp,10
50,attack,55
50,defense,25
50,special-attack,35
50,special-defense,45
50,speed,95
51,hp,35
51,attack,100
51,defense,50
51,special-attack,50
51,special-defense,70
51,speed,120
52,hp,40
52,attack,45
52,defense,35
52,special-attack,40
52,special-defense,40
52,speed,90
53,hp,65
53,attack,70
53,defense,60
53,special-attack,65
53,special-defense,65
53,speed,115
54,hp,50
54,attack,52
54,defense,48
54,special-attack,65
54,special-defense,50
54,speed,55
55,hp,80
55,attack,82
55,defense,78
55,special-attack,95
55,special-defense,80
55,speed,85
56,hp,40
56,attack,80
56,defense,35
56,special-attack,35
56,special-defense,45
56,speed,70
57,hp,65
57,attack,105
57,defense,60
57,special-attack,60
57,special-defense,70
57,speed,95
58,hp,55
58,attack,70
58,defense,45
58,special-attack,70
58,special-defense,50
58,speed,60
59,hp,90
59,attack,110
59,defense,80
59,special-attack,100
59,special-defense,80
59,speed,95
60,hp,40
60,attack,50
60,defense,40
60,special-attack,40
60,special-defense,40
60,speed,90
61,hp,65
61,attack,65
61,defense,65
61,special-attack,50
61,special-defense,50
61,speed,90
62,hp,90
62,attack,95
62,defense,95
62,special-attack,70
62,special-defense,90
62,speed,70
63,hp,25
63,attack,20
63,defense,15
63,special-attack,105
63,special-defense,55
63,speed,90
64,hp,40
64,attack,35
64,defense,30
64,special-attack,120
64,special-defense,70
64,speed,105
65,hp,55
65,attack,50
65,defense,45
65,special-attack,135
65,special-defense,95
65,speed,120
66,hp,70
66,attack,80
66,defense,50
66,special-attack,35
66,special-defense,35
66,speed,35
67,hp,80
67,attack,100
67,defense,70
67,special-attack,50
67,special-defense,60
67,speed,45
68,hp,90
68,attack,130
68,defense,80
68,special-attack,65
68,special-defense,85
68,speed,55
69,hp,50
69,attack,75
69,defense,35
69,special-attack,70
69,special-defense,30
69,speed,40
70,hp,65
70,attack,90
70,defense,50
70,special-attack,85
70,special-defense,45
70,speed,55
71,hp,80
71,attack,105
71,defense,65
71,special-attack,100
71,special-defense,70
71,speed,70
72,hp,40
72,attack,40
72,defense,35
72,special-attack,50
72,special-defense,100
72,speed,70
73,hp,80
73,attack,70
73,defense,65
73,special-attack,80
73,special-defense,120
73,speed,100
74,hp,40
74,attack,80
74,defense,100
74,special-attack,30
74,special-defense,30
74,speed,20
75,hp,55
75,attack,95
75,defense,115
75,special-attack,45
75,special-defense,45
75,speed,35
76,hp,80
76,attack,120
76,defense,130
76,special-attack,55
76,special-defense,65
76,speed,45
77,hp,50
77,attack,85
77,defense,55
77,special-attack,65
77,special-defense,65
77,speed,90
78,hp,65
78,attack,100
78,defense,70
78,special-attack,80
78,special-defense,80
78,speed,105
79,hp,90
79,attack,65
79,defense,65
79,special-attack,40
79,special-defense,40
79,speed,15
80,hp,95
80,attack,75
80,defense,110
80,special-attack,100
80,special-defense,80
80,speed,30
81,hp,25
81,attack,35
81,defense,70
81,special-attack,95
81,special-defense,55
81,speed,45
82,hp,50
82,attack,60
82,defense,95
82,special-attack,120
82,special-defense,70
82,speed,70
83,hp,52
83,attack,90
83,defense,55
83,special-attack,58
83,special-defense,62
83,speed,60
84,hp,35
84,attack,85
84,defense,45
84,special-attack,35
84,special-defense,35
84,speed,75
85,hp,60
85,attack,110
85,defense,70
85,special-attack,60
85,special-defense,60
85,speed,110
86,hp,65
86,attack,45
86,defense,55
86,special-attack,45
86,special-defense,70
86,speed,45
87,hp,90
87,attack,70
87,defense,80
87,special-attack,70
87,special-defense,95
87,speed,70
88,hp,80
88,attack,80
88,defense,50
88,special-attack,40
88,special-defense,50
88,speed,25
89,hp,105
89,attack,105
89,defense,75
89,special-attack,65
89,special-defense,100
89,speed,50
90,hp,30
90,attack,65
90,defense,100
90,special-attack,45
90,special-defense,25
90,speed,40
91,hp,50
91,attack,95
91,defense,180
91,special-attack,85
91,special-defense,45
91,speed,70
92,hp,30
92,attack,35
92,defense,30
92,special-attack,100
92,special-defense,35
92,speed,80
93,hp,45
93,attack,50
93,defense,45
93,special-attack,115
93,special-defense,55
93,speed,95
94,hp,60
94,attack,65
94,defense,60
94,special-attack,130
94,special-defense,75
94,speed,110
95,hp,35
95,attack,45
95,defense,160
95,special-attack,30
95,special-defense,45
95,speed,70
96,hp,60
96,attack,48
96,defense,45
96,special-attack,43
96,special-defense,90
96,speed,42
97,hp,85
97,attack,73
97,defense,70
97,special-attack,73
97,special-defense,115
97,speed,67
98,hp,30
98,attack,105
98,defense,90
98,special-attack,25
98,special-defense,25
98,speed,50
99,hp,55
99,attack,130
99,defense,115
99,special-attack,50
99,special-defense,50
99,speed,75
100,hp,40
100,attack,30
100,defense,50
100,special-attack,55
100,special-defense,55
100,speed,100
101,hp,60
101,attack,50
101,defense,70
101,special-attack,80
101,special-defense,80
101,speed,150
102,hp,60
102,attack,40
102,defense,80
102,special-attack,60
102,special-defense,45
102,speed,40
103,hp,95
103,attack,95
103,defense,85
103,special-attack,125
103,special-defense,75
103,speed,55
104,hp,50
104,attack,50
104,defense,95
104,special-attack,40
104,special-defense,50
104,speed,35
105,hp,60
105,attack,80
105,defense,110
105,special-attack,50
105,special-defense,80
105,speed,45
106,hp,50
106,attack,120
106,defense,53
106,special-attack,35
106,special-defense,110
106,speed,87
107,hp,50
107,attack,105
107,defense,79
107,special-attack,35
107,special-defense,110
107,speed,76
108,hp,90
108,attack,55
108,defense,75
108,special-attack,60
108,special-defense,75
108,speed,30
109,hp,40
109,attack,65
109,defense,95
109,special-attack,60
109,special-defense,45
109,speed,35
110,hp,65
110,attack,90
110,defense,120
110,special-attack,85
110,special-defense,70
110,speed,60
111,hp,80
111,attack,85
111,defense,95
111,special-attack,30
111,special-defense,30
111,speed,25
112,hp,105
112,attack,130
112,defense,120
112,special-attack,45
112,special-defense,45
112,speed,40
113,hp,250
113,attack,5
113,defense,5
113,special-attack,35
113,special-defense,105
113,speed,50
114,hp,65
114,attack,55
114,defense,115
114,special-attack,100
114,special-defense,40
114,speed,60
115,hp,105
115,attack,95
115,defense,80
115,special-attack,40
115,special-defense,80
115,speed,90
116,hp,30
116,attack,40
116,defense,70
116,special-attack,70
116,special-defense,25
116,speed,60
117,hp,55
117,attack,65
117,defense,95
117,special-attack,95
117,special-defense,45
117,speed,85
118,hp,45
118,attack,67
118,defense,60
118,special-attack,35
118,special-defense,50
118,speed,63
119,hp,80
119,attack,92
119,defense,65
119,special-attack,65
119,special-defense,80
119,speed,68
120,hp,30
120,attack,45
120,defense,55
120,special-attack,70
120,special-defense,55
120,speed,85
121,hp,60
121,attack,75
121,defense,85
121,special-attack,100
121,special-defense,85
121,speed,115
122,hp,40
122,attack,45
122,defense,65
122,special-attack,100
122,special-defense,120
122,speed,90
123,hp,70
123,attack,110
123,defense,80
123,special-attack,55
123,special-defense,80
123,speed,105
124,hp,65
124,attack,50
124,defense,35
124,special-attack,115
124,special-defense,95
124,speed,95
125,hp,65
125,attack,83
125,defense,57
125,special-attack,95
125,special-defense,85
125,speed,105
126,hp,65
126,attack,95
126,defense,57
126,special-attack,100
126,special-defense,85
126,speed,93
127,hp,65
127,attack,125
127,defense,100
127,special-attack,55
127,special-defense,70
127,speed,85
128,hp,75
128,attack,100
128,defense,95
128,special-attack,40
128,special-defense,70
128,speed,110
129,hp,20
129,attack,10
129,defense,55
129,special-attack,15
129,special-defense,20
129,speed,80
130,hp,95
130,attack,125
130,defense,79
130,special-attack,60
130,special-defense,100
130,speed,81
131,hp,130
131,attack,85
131,defense,80
131,special-attack,85
131,special-defense,95
131,speed,60
132,hp,48
132,attack,48
132,defense,48
132,special-attack,48
132,special-defense,48
132,speed,48
133,hp,55
133,attack,55
133,defense,50
133,special-attack,45
133,special-defense,65
133,speed,55
134,hp,130
134,attack,65
134,defense,60
134,special-attack,110
134,special-defense,95
134,speed,65
135,hp,65
135,attack,65
135,defense,60
135,special-attack,110
135,special-defense,95
135,speed,130
136,hp,65
136,attack,130
136,defense,60
136,special-attack,95
136,special-defense,110
136,speed,65
137,hp,65
137,attack,60
137,defense,70
137,special-attack,85
137,special-defense,75
137,speed,40
138,hp,35
138,attack,40
138,defense,100
138,special-attack,90
138,special-defense,55
138,speed,35
139,hp,70
139,attack,60
139,defense,125
139,special-attack,115
139,special-defense,70
139,speed,55
140,hp,30
140,attack,80
140,defense,90
140,special-attack,55
140,special-defense,45
140,speed,55
141,hp,60
141,attack,115
141,defense,105
141,special-attack,65
141,special-defense,70
141,speed,80
142,hp,80
142,attack,105
142,defense,65
142,special-attack,60
142,special-defense,75
142,speed,130
143,hp,160
143,attack,110
143,defense,65
143,special-attack,65
143,special-defense,110
143,speed,30
144,hp,90
144,attack,85
144,defense,100
144,special-attack,95
144,special-defense,125
144,speed,85
145,hp,90
145,attack,90
145,defense,85
145,special-attack,125
145,special-defense,90
145,speed,100
146,hp,90
146,attack,100
146,defense,90
146,special-attack,125
146,special-defense,85
146,speed,90
147,hp,41
147,attack,64
147,defense,45
147,special-attack,50
147,special-defense,50
147,speed,50
148,hp,61
148,attack,84
148,defense,65
148,special-attack,70
148,special-defense,70
148,speed,70
149,hp,91
149,attack,134
149,defense,95
149,special-attack,100
149,special-defense,100
149,speed,80
150,hp,106
150,attack,110
150,defense,90
150,special-attack,154
150,special-defense,90
150,speed,130
151,hp,100
151,attack,100
151,defense,100
151,special-attack,100
151,special-defense,100
151,speed,100
152,hp,45
152,attack,49
152,defense,65
152,special-attack,49
152,special-defense,65
152,speed,45
153,hp,60
153,attack,62
153,defense,80
153,special-attack,63
153,special-defense,80
153,speed,60
154,hp,80
154,attack,82
154,defense,100
154,special-attack,83
154,special-defense,100
154,speed,80
155,hp,39
155,attack,52
155,defense,43
155,special-attack,60
155,special-defense,50
155,speed,65
156,hp,58
156,attack,64
156,defense,58
156,special-attack,80
156,special-defense,65
156,speed,80
157,hp,78
157,attack,84
157,defense,78
157,special-attack,109
157,special-defense,85
157,speed,100
158,hp,50
158,attack,65
158,defense,64
158,special-attack,44
158,special-defense,48
158,speed,43
159,hp,65
159,attack,80
159,defense,80
159,special-attack,59
159,special-defense,63
159,speed,58
160,hp,85
160,attack,105
160,defense,100
160,special-attack,79
160,special-defense,83
160,speed,78
161,hp,35
161,attack,46
161,defense,34
161,special-attack,35
161,special-defense,45
161,speed,20
162,hp,85
162,attack,76
162,defense,64
162,special-attack,45
162,special-defense,55
162,speed,90
163,hp,60
163,attack,30
163,defense,30
163,special-attack,36
163,special-defense,56
163,speed,50
164,hp,100
164,attack,50
164,defense,50
164,special-attack,86
164,special-defense,96
164,speed,70
165,hp,40
165,attack,20
165,defense,30
165,special-attack,40
165,special-defense,80
165,speed,55
166,hp,55
166,attack,35
166,defense,50
166,special-attack,55
166,special-defense,110
166,speed,85
167,hp,40
167,attack,60
167,defense,40
167,special-attack,40
167,special-defense,40
167,speed,30
168,hp,70
168,attack,90
168,defense,70
168,special-attack,60
168,special-defense,70
168,speed,40
169,hp,85
169,attack,90
169,defense,80
169,special-attack,70
169,special-defense,80
169,speed,130
170,hp,75
170,attack,38
170,defense,38
170,special-attack,56
170,special-defense,56
170,speed,67
171,hp,125
171,attack,58
171,defense,58
171,special-attack,76
171,special-defense,76
171,speed,67
172,hp,20
172,attack,40
172,defense,15
172,special-attack,35
172,special-defense,35
172,speed,60
173,hp,50
173,attack,25
173,defense,28
173,special-attack,45
173,special-defense,55
173,speed,15
174,hp,90
174,attack,30
174,defense,15
174,special-attack,40
174,special-defense,20
174,speed,15
175,hp,35
175,attack,20
175,defense,65
175,special-attack,40
175,special-defense,65
175,speed,20
176,hp,55
176,attack,40
176,defense,85
176,special-attack,80
176,special-defense,105
176,speed,40
177,hp,40
177,attack,50
177,defense,45
177,special-attack,70
177,special-defense,45
177,speed,70
178,hp,65
178,attack,75
178,defense,70
178,special-attack,95
178,special-defense,70
178,speed,95
179,hp,55
179,attack,40
179,defense,40
179,special-attack,65
179,special-defense,45
179,speed,35
180,hp,70
180,attack,55
180,defense,55
180,special-attack,80
180,special-defense,60
180,speed,45
181,hp,90
181,attack,75
181,defense,85
181,special-attack,115
181,special-defense,90
181,speed,55
182,hp,75
182,attack,80
182,defense,95
182,special-attack,90
182,special-defense,100
182,speed,50
183,hp,70
183,attack,20
183,defense,50
183,special-attack,20
183,special-defense,50
183,speed,40
184,hp,100
184,attack,50
184,defense,80
184,special-attack,60
184,special-defense,80
184,speed,50
185,hp,70
185,attack,100
185,defense,115
185,special-attack,30
185,special-defense,65
185,speed,30
186,hp,90
186,attack,75
186,defense,75
186,special-attack,90
186,special-defense,100
186,speed,70
187,hp,35
187,attack,35
187,defense,40
187,special-attack,35
187,special-defense,55
187,speed,50
188,hp,55
188,attack,45
188,defense,50
188,special-attack,45
188,special-defense,65
188,speed,80
189,hp,75
189,attack,55
189,defense,70
189,special-attack,55
189,special-defense,95
189,speed,110
190,hp,55
190,attack,70
190,defense,55
190,special-attack,40
190,special-defense,55
190,speed,85
191,hp,30
191,attack,30
191,defense,30
191,special-attack,30
191,special-defense,30
191,speed,30
192,hp,75
192,attack,75
192,defense,55
192,special-attack,105
192,special-defense,85
192,speed,30
193,hp,65
193,attack,65
193,defense,45
193,special-attack,75
193,special-defense,45
193,speed,95
194,hp,55
194,attack,45
194,defense,45
194,special-attack,25
194,special-defense,25
194,speed,15
195,hp,95
195,attack,85
195,defense,85
195,special-attack,65
195,special-defense,65
195,speed,35
196,hp,65
196,attack,65
196,defense,60
196,special-attack,130
196,special-defense,95
196,speed,110
197,hp,95
197,attack,65
197,defense,110
197,special-attack,60
197,special-defense,130
197,speed,65
198,hp,60
198,attack,85
198,defense,42
198,special-attack,85
198,special-defense,42
198,speed,91
199,hp,95
199,attack,75
199,defense,80
199,special-attack,100
199,special-defense,110
199,speed,30
200,hp,60
200,attack,60
200,defense,60
200,special-attack,85
200,special-defense,85
200,speed,85
201,hp,48
201,attack,72
201,defense,48
201,special-attack,72
201,special-defense,48
201,speed,48
202,hp,190
202,attack,33
202,defense,58
202,special-attack,33
202,special-defense,58
202,speed,33
203,hp,70
203,attack,80
203,defense,65
203,special-attack,90
203,special-defense,65
203,speed,85
204,hp,50
204,attack,65
204,defense,90
204,special-attack,35
204,special-defense,35
204,speed,15
205,hp,75
205,attack,90
205,defense,140
205,special-attack,60
205,special-defense,60
205,speed,40
206,hp,100
206,attack,70
206,defense,70
206,special-attack,65
206,special-defense,65
206,speed,45
207,hp,65
207,attack,75
207,defense,105
207,special-attack,35
207,special-defense,65
207,speed,85
208,hp,75
208,attack,85
208,defense,200
208,special-attack,55
208,special-defense,65
208,speed,30
209,hp,60
209,attack,80
209,defense,50
209,special-attack,40
209,special-defense,40
209,speed,30
210,hp,90
210,attack,120
210,defense,75
210,special-attack,60
210,special-defense,60
210,speed,45
211,hp,65
211,attack,95
211,defense,85
211,special-attack,55
211,special-defense,55
211,speed,85
212,hp,70
212,attack,130
212,defense,100
212,special-attack,55
212,special-defense,80
212,speed,65
213,hp,20
213,attack,10
213,defense,230
213,special-attack,10
213,special-defense,230
213,speed,5
214,hp,80
214,attack,125
214,defense,75
214,special-attack,40
214,special-defense,95
214,speed,85
215,hp,55
215,attack,95
215,defense,55
215,special-attack,35
215,special-defense,75
215,speed,115
216,hp,60
216,attack,80
216,defense,50
216,special-attack,50
216,special-defense,50
216,speed,40
217,hp,90
217,attack,130
217,defense,75
217,special-attack,75
217,special-defense,75
217,speed,55
218,hp,40
218,attack,40
218,defense,40
218,special-attack,70
218,special-defense,40
218,speed,20
219,hp,60
219,attack,50
219,defense,120
219,special-attack,90
219,special-defense,80
219,speed,30
220,hp,50
220,attack,50
220,defense,40
220,special-attack,30
220,special-defense,30
220,speed,50
221,hp,100
221,attack,100
221,defense,80
221,special-attack,60
221,special-defense,60
221,speed,50
222,hp,65
222,attack,55
222,defense,95
222,special-attack,65
222,special-defense,95
222,speed,35
223,hp,35
223,attack,65
223,defense,35
223,special-attack,65
223,special-defense,35
223,speed,65
224,hp,75
224,attack,105
224,defense,75
224,special-attack,105
224,special-defense,75
224,speed,45
225,hp,45
225,attack,55
225,defense,45
225,special-attack,65
225,special-defense,45
225,speed,75
226,hp,85
226,attack,40
226,defense,70
226,special-attack,80
226,special-defense,140
226,speed,70
227,hp,65
227,attack,80
227,defense,140
227,special-attack,40
227,special-defense,70
227,speed,70
228,hp,45
228,attack,60
228,defense,30
228,special-attack,80
228,special-defense,50
228,speed,65
229,hp,75
229,attack,90
229,defense,50
229,special-attack,110
229,special-defense,80
229,speed,95
230,hp,75
230,attack,95
230,defense,95
230,special-attack,95
230,special-defense,95
230,speed,85
231,hp,90
231,attack,60
231,defense,60
231,special-attack,40
231,special-defense,40
231,speed,40
232,hp,90
232,attack,120
232,defense,120
232,special-attack,60
232,special-defense,60
232,speed,50
233,hp,85
233,attack,80
233,defense,90
233,special-attack,105
233,special-defense,95
233,speed,60
234,hp,73
234,attack,95
234,defense,62
234,special-attack,85
234,special-defense,65
234,speed,85
235,hp,55
235,attack,20
235,defense,35
235,special-attack,20
235,special-defense,45
235,speed,75
236,hp,35
236,attack,35
236,defense,35
236,special-attack,35
236,special-defense,35
236,speed,35
237,hp,50
237,attack,95
237,defense,95
237,special-attack,35
237,special-defense,110
237,speed,70
238,hp,45
238,attack,30
238,defense,15
238,special-attack,85
238,special-defense,65
238,speed,65
239,hp,45
239,attack,63
239,defense,37
239,special-attack,65
239,special-defense,55
239,speed,95
240,hp,45
240,attack,75
240,defense,37
240,special-attack,70
240,special-defense,55
240,speed,83
241,hp,95
241,attack,80
241,defense,105
241,special-attack,40
241,special-defense,70
241,speed,100
242,hp,255
242,attack,10
242,defense,10
242,special-attack,75
242,special-defense,135
242,speed,55
243,hp,90
243,attack,85
243,defense,75
243,special-attack,115
243,special-defense,100
243,speed,115
244,hp,115
244,attack,115
244,defense,85
244,special-attack,90
244,special-defense,75
244,speed,100
245,hp,100
245,attack,75
245,defense,115
245,special-attack,90
245,special-defense,115
245,speed,85
246,hp,50
246,attack,64
246,defense,50
246,special-attack,45
246,special-defense,50
246,speed,41
247,hp,70
247,attack,84
247,defense,70
247,special-attack,65
247,special-defense,70
247,speed,51
248,hp,100
248,attack,134
248,defense,110
248,special-attack,95
248,special-defense,100
248,speed,61
249,hp,106
249,attack,90
249,defense,130
249,special-attack,90
249,special-defense,154
249,speed,110
250,hp,106
250,attack,130
250,defense,90
250,special-attack,110
250,special-defense,154
250,speed,90
251,hp,100
251,attack,100
251,defense,100
251,special-attack,100
251,special-defense,100
251,speed,100
252,hp,40
252,attack,45
252,defense,35
252,special-attack,65
252,special-defense,55
252,speed,70
253,hp,50
253,attack,65
253,defense,45
253,special-attack,85
253,special-defense,65
253,speed,95
254,hp,70
254,attack,85
254,defense,65
254,special-attack,105
254,special-defense,85
254,speed,120
255,hp,45
255,attack,60
255,defense,40
255,special-attack,70
255,special-defense,50
255,speed,45
256,hp,60
256,attack,85
256,defense,60
256,special-attack,85
256,special-defense,60
256,speed,55
257,hp,80
257,attack,120
257,defense,70
257,special-attack,110
257,special-defense,70
257,speed,80
258,hp,50
258,attack,70
258,defense,50
258,special-attack,50
258,special-defense,50
258,speed,40
259,hp,70
259,attack,85
259,defense,70
259,special-attack,60
259,special-defense,70
259,speed,50
260,hp,100
260,attack,110
260,defense,90
260,special-attack,85
260,special-defense,90
260,speed,60
261,hp,35
261,attack,55
261,defense,35
261,special-attack,30
261,special-defense,30
261,speed,35
262,hp,70
262,attack,90
262,defense,70
262,special-attack,60
262,special-defense,60
262,speed,70
263,hp,38
263,attack,30
263,defense,41
263,special-attack,30
263,special-defense,41
263,speed,60
264,hp,78
264,attack,70
264,defense,61
264,special-attack,50
264,special-defense,61
264,speed,100
265,hp,45
265,attack,45
265,defense,35
265,special-attack,20
265,special-defense,30
265,speed,20
266,hp,50
266,attack,35
266,defense,55
266,special-attack,25
266,special-defense,25
266,speed,15
267,hp,60
267,attack,70
267,defense,50
267,special-attack,100
267,special-defense,50
267,speed,65
268,hp,50
268,attack,35
268,defense,55
268,special-attack,25
268,special-defense,25
268,speed,15
269,hp,60
269,attack,50
269,defense,70
269,special-attack,50
269,special-defense,90
269,speed,65
270,hp,40
270,attack,30
270,defense,30
270,special-attack,40
270,special-defense,50
270,speed,30
271,hp,60
271,attack,50
271,defense,50
271,special-attack,60
271,special-defense,70
271,speed,50
272,hp,80
272,attack,70
272,defense,70
272,special-attack,90
272,special-defense,100
272,speed,70
273,hp,40
273,attack,40
273,defense,50
273,special-attack,30
273,special-defense,30
273,speed,30
274,hp,70
274,attack,70
274,defense,40
274,special-attack,60
274,special-defense,40
274,speed,60
275,hp,90
275,attack,100
275,defense,60
275,special-attack,90
275,special-defense,60
275,speed,80
276,hp,40
276,attack,55
276,defense,30
276,special-attack,30
276,special-defense,30
276,speed,85
277,hp,60
277,attack,85
277,defense,60
277,special-attack,75
277,special-defense,50
277,speed,125
278,hp,40
278,attack,30
278,defense,30
278,special-attack,55
278,special-defense,30
278,speed,85
279,hp,60
279,attack,50
279,defense,100
279,special-attack,95
279,special-defense,70
279,speed,65
280,hp,28
280,attack,25
280,defense,25
280,special-attack,45
280,special-defense,35
280,speed,40
281,hp,38
281,attack,35
281,defense,35
281,special-attack,65
281,special-defense,55
281,speed,50
282,hp,68
282,attack,65
282,defense,65
282,special-attack,125
282,special-defense,115
282,speed,80
283,hp,40
283,attack,30
283,defense,32
283,special-attack,50
283,special-defense,52
283,speed,65
284,hp,70
284,attack,60
284,defense,62
284,special-attack,100
284,special-defense,82
284,speed,80
285,hp,60
285,attack,40
285,defense,60
285,special-attack,40
285,special-defense,60
285,speed,35
286,hp,60
286,attack,130
286,defense,80
286,special-attack,60
286,special-defense,60
286,speed,70
287,hp,60
287,attack,60
287,defense,60
287,special-attack,35
287,special-defense,35
287,speed,30
288,hp,80
288,attack,80
288,defense,80
288,special-attack,55
288,special-defense,55
288,speed,90
289,hp,150
289,attack,160
289,defense,100
289,special-attack,95
289,special-defense,65
289,speed,100
290,hp,31
290,attack,45
290,defense,90
290,special-attack,30
290,special-defense,30
290,speed,40
291,hp,61
291,attack,90
291,defense,45
291,special-attack,50
291,special-defense,50
291,speed,160
292,hp,1
292,attack,90
292,defense,45
292,special-attack,30
292,special-defense,30
292,speed,40
293,hp,64
293,attack,51
293,defense,23
293,special-attack,51
293,special-defense,23
293,speed,28
294,hp,84
294,attack,71
294,defense,43
294,special-attack,71
294,special-defense,43
294,speed,48
295,hp,104
295,attack,91
295,defense,63
295,special-attack,91
295,special-defense,73
295,speed,68
296,hp,72
296,attack,60
296,defense,30
296,special-attack,20
296,special-defense,30
296,speed,25
297,hp,144
297,attack,120
297,defense,60
297,special-attack,40
297,special-defense,60
297,speed,50
298,hp,50
298,attack,20
298,defense,40
298,special-attack,20
298,special-defense,40
298,speed,20
299,hp,30
299,attack,45
299,defense,135
299,special-attack,45
299,special-defense,90
299,speed,30
300,hp,50
300,attack,45
300,defense,45
300,special-attack,35
300,special-defense,35
300,speed,50
301,hp,70
301,attack,65
301,defense,65
301,special-attack,55
301,special-defense,55
301,speed,90
302,hp,50
302,attack,75
302,defense,75
302,special-attack,65
302,special-defense,65
302,speed,50
303,hp,50
303,attack,85
303,defense,85
303,special-attack,55
303,special-defense,55
303,speed,50
304,hp,50
304,attack,70
304,defense,100
304,special-attack,40
304,special-defense,40
304,speed,30
305,hp,60
305,attack,90
